Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Business Operation Executive (Contract 6 - 12 months),WPP (THAILAND) LTD. - GROUPM,"Khlong Toei, Bangkok",Administrative Assistants,Full time,,,"Business Operation Executive Responsible of Role Reconcile the final cost spending all medias i.e. Facebook, Google and other. Operate all financial documents i.e. Invoice Facebook, Google and other. To coordinate with team buyer (Biddable and Other team, i.e programmatic and adop) To coordinate with business team (Planner and Admin) To coordinate with finance for all matters for payment Job description for Business Operation Executive Check with po documents Agency EMC EMCTH GM GMTH GM THmSix Line all Agency. Send e-mail to buyer (biddable and other) confirm about the po which didn't receive, have the ads run? Checks final cost vendors invoice reconciles cost actual with po in excel. Send e-mail excel file confirms reconciles cost actual matching invoice with po to buyer (biddable and other) remark. Fill in remark from buyer (biddable and other) in excel file. Send excel file reconciles actual matching invoice with po to agency admin revises media cost (if needed) in system) Agency admins send po actual and team check amount actual with excel file. Print invoice vendor, written buying brief no. and amount in in vendor invoice. Matching invoice vendor with po and capture ads Send po to manager signed final po (Twitter) Send invoice and po and capture ads to finance. Stores and archive vendor invoice and attached documents. Save capture ads Facebook,Twitter CN Google and Facebook Requirements Strong critical thinking skills Demonstrated ability to work and collaborate in a team setting. Able to effectively prioritize tasks and manage time, even under high-pressure situations. Proactive, responsible, organized, and able to work independently. Enjoy working with paperwork, especially those with experience in handling a substantial volume of documents. Basic knowledge of Microsoft Excel"
Human Resources Officer (D-Prep's New Campus),D-Prep,"Bang Phli, Samut Prakan",Administrative Assistants,Full time,,,"Position Objectives Human Resources (HR) Officer is generally assigned to support Thailand HR Manager to provide services to School Management Team and employees in all areas of HR and relevant tasks in all schools in Thailand for the achievement of efficient and qualified services for schools and employees. Responsibilities Talent Acquisition Provide coordination and assistance in the end-to-end recruitment process, from resume screening, shortlisting, interview coordination, reference checks, and offer letters, ensuring the process is effective and compliant. Review and track all applications that come through the Careers website. Advertise positions on school websites, local websites and with agencies for vacancies that arise within the School. Coordinate interviews and correspond with candidates. Conduct Reference check and Background check. Onboarding and Offboarding of Employees Coordinate with HR team to ensure smooth onboarding and offboarding for the employees Supporting managers in Onboarding process including arrange for onboarding plan Perform New Hire check-in and Exit Interview for employees Prepare and follow-up on the Probation Evaluation process. Support HR Manager to conduct new employee orientation and induction Compensation & Benefits administration Enroll and remove employees from insurance plans, Social Security and Provident Fund. Manage benefit databases and ensure that such benefits align with school policy, for example, leave, and medical insurance benefits Process registration and termination of employees and family members’ medical insurance and reimbursement, Social Security, payroll process, allowances and other benefits Responsible for updating information for payroll by working closely with the Asst. HR Manager to support all data Compliance and Policy Responsible for the implementation, training and administration of HR policies, programs and processes, ensuring staff have access to up-to-date documents in a consistent and timely manner. Support HR Manager in disciplinary and compliance cases that may arise. Performance Management and Development Supporting with employee annual performance review and trainings & development, including Safeguarding Supporting HR Manager with workplace conflicts and grievances through effective mediation, and conducting investigations as necessary Employee Relations and Engagement Consulting with Managers to provide daily HR support Work closely with management and employees to improve work relationships, build morale and increase productivity and retention Promoting Employee Engagement and support in Action Planning process Supporting with employee annual performance review and trainings & development, including Safeguarding Others Create, maintain and update employee files, data, and HR system Contribute to the on-going development of HR policies and programs. Perform other human resources and administrative duties as assigned by Human Resource and Administrative teams. Requirements Ideally 5 years or more experience in a generalist HR role. Diploma or degree in HR or related discipline. Sound working knowledge of Thailand employment laws and regulations Excellent in Communication and People skills Experience in Recruitment including Expat employee Highly motivated with an eye for detail and quality of work. Customer focus Confident in presentation skills Must be reliable and flexible, with ability to multitask and meet deadlines. Proven ability to build trust, credibility and forge effective working relationships at all levels in the organisation. Must have outstanding English proficiency, both spoken and written. Ability to work independently, as well as in a team, with people from multi-national and diverse backgrounds. Advanced Microsoft Office Suites including Word and Excel. Experience in a multi-national organisation is an advantage, especially with expats."
ธุรการเอกสารฯ/ธุรการเอกสารฯ,Chokchai Ruammit Condominium Juristic Person,"Chatuchak, Bangkok",Administrative Assistants,Full time,,,"สถานที่ปฏิบัติงาน : อาคารชุดโชคชัยร่วมมิตร 399/23 โชคชัยร่วมมิตร คอนโดมิดนียม ถ.วิภาวดีรังสิต16 แยก 16/5 แขวงจอมพล เขตจตุจักร จังหวัดกรุงเทพมหานคร 10900 ประเทศไทย ตำแหน่งงาน: ธุรการ/การจัดการทั่วไป รูปแบบงาน : งานประจำ จำนวนที่รับ : 1 ตำแหน่ง วันทำงาน : จันทร์ - เสาร์ เวลาทำงาน : จ - ศ เวลา 09:45 น. - 19:00 น. , ส เวลา 08.00น. - 17.00 น. หน้าที่ความรับผิดชอบ -  ประสานงานตามที่ได้รับมอบหมาย เกี่ยวกับงานบริหารอาคารชุดฯ - จัดเตรียมข้อมูลต่างๆ เกี่ยวกับงานบริหารอาคารชุดฯ - งานจัดเตรียมข้อมูลส่งพัสดุเฉพาะไปษณีย์ให้ผู้พักอาศัย - งานจัดทำประกาศและช่องทางการสื่อสารต่างให้ผู้พักอาศัยทราบ"
แอดมินประจำสำนักงาน/แอดมินประจำสำนักงาน,"NUDEE GROUP CO., LTD.","Pak Kret, Nonthaburi",Administrative Assistants,Full time,20000,29999,"แอดมินประจำสำนักงาน เงินเดือน : 20,000 บาท หรือ ตามประสบการณ์ ลักษณะงานและความรับผิดชอบ ช่วยดูแลงานเอกสารให้กับทีม จัดเก็บข้อมูลงานต่างๆเช่นรวบรวมและจัดระเบียบข้อมูลบริษัท ดูแลเรื่องการต่อใบอนุญาตต่างๆ ดูแลรักษาอุปกรณ์และความเรียบร้อยของสำนักงาน ดูแลสั่งซื้ออุปกรณ์สำนักงาน ดูแลรับ-ส่งเอกสารและบุคคลภายนอกที่มาติดต่อกับบริษัท รับผิดชอบงานอื่นๆที่ได้รับมอบหมาย คุณสมบัติ วุฒิปริญญาตรี ยินดีรับเด็กจบใหม่ ชอบจัดระเบียบ จัดเอกสาร จัดบ้าน ชอบความเรียบร้อยมากๆ สื่อสารภาษาอังกฤษเบื้องต้นได้ (จะได้รับการพิจารณาเป็นพิเศษ) สามารถใช้โปรแกรมคอมพิวเตอร์ Microsoft Office, Words, Excel มีทักษะการทำงานหลายอย่างได้ในเวลาเดียวกัน จัดลำดับความสำคัญของงานตนเองได้ดี รับผิดชอบหน้าที่ของตนเองที่ได้รับมอบหมายให้สำเร็จภายในเวลาที่กำหนด มีความละเอียดรอบคอบใส่ใจรายละเอียดของงานที่ทำ มีทักษะการติดต่อประสานงานกับบุคคลภายในองค์กรและภายนอกองค์กรได้ดี บุคลิกดีรับฟังผู้อื่นรอบคอบและรู้จักแก้ไขปัญหาเฉพาะหน้าได้ดี มีทัศนะคติที่ดีต่อองค์กรและผู้ร่วมงาน มีทักษะการเรียนรู้ที่รวดเร็วพร้อมเรียนรู้สิ่งใหม่ๆตลอดเวลา มีมนุษย์สัมพันธ์ที่ดีทำงานเป็นทีมด้วยความสามัคคี มีความซื่อสัตย์ตรงต่อเวลาและมีความรับผิดชอบต่อหน้าที่ มีวุฒิภาวะด้านอารมณ์วาจา สามารถรับมือกับการทำงานหรือสถานการณ์ที่มีความกดดันได้ เวลาทำงาน จันทร์ - ศุกร์   เวลา 09.00น. - 18.00น. วันหยุด : เสาร์ - วันอาทิตย์และวันนักขัตฤกษ์(เงื่อนไขเป็นไปตามข้อตกลงของบริษัทฯที่กำหนด) สถานที่ทำงาน สำนักงานใหญ่ที่แจ้งวัฒนะ"
Inside Sales Agent / Sales Coordinator / Sales Support,Teledirect Telecommerce (Thailand) Ltd.,"Ratchathewi, Bangkok",Client & Sales Administration,Full time,,,"#BeMore Do you aspire for a rewarding career that lets you do more and achieve more? Unleash your full potential at work with TDCX, an award-winning and fast-growing BPO company. Work with the world’s most loved brands and be with awesome, diverse people. Be home, belong, and start your journey to #BeMore! As an Inside Sales Agent, you will be working with our Lab Equipment & Devices Account to deliver #happier customer experience. As an Inside Sales Agent, your primary responsibility is to reach out to all known potential customers to verify the opportunity from which it can be converted to a sales funnel. In addition, you will need to identify unknown potential customers for the same purpose. You also will be working with analytical instruments, consumables, or services in a scientific laboratory. Top reasons to work with TDCX. Attractive remuneration, great perks, and performance incentives Comprehensive medical, insurance, or social security coverage World-class workspaces Engaging activities and recognition programs Strong learning and development plans for your career growth Positive culture for you to #BeMore at work Easy to locate area with direct access to public transport Flexible working arrangements Be coached and mentored by experts in your field Join a global company, winner of hundreds of industry awards What is your mission? Reach prospective customers through phone and email and conduct outbound prospecting calls. initially from lists provided by our client's sales/marketing teams to access business potential. Conduct outbound prospection calls for Prospects Lists collected from External Directory or conference, Profile and nurture customers from the call and eventually converting to Customers. Responsible for generating existing and/or new sales leads and business opportunities through outbound prospection calls, handle complex leads, qualified and nurture the leads to potential business opportunities for assigned territory. Represent our client’s products and services, develop comprehensive understanding to assigned accounts or assigned geographic, territories or industries to identify how our solutions can meet needs Develop strong customer relationship and satisfaction Manage existing accounts, drive organic growth, and develop new accounts and key performance indicators will include: Quota achievement Growth in existing accounts New business and customer’s experience Develop strong customer relationship and satisfaction. Sending out direct mails and following up over the phone until decision makers are reached or maximum number of contact attempts have been reached. Any other duties and responsibilities that may be assigned to you by the management from time to time, within your category of employment in the organization and for the effective implementation, maintenance, and continual improvement of the ISO9001 and ISO18295-1 Quality Management System of TDCX. Daily and Monthly Responsibilities: Maintain and build relationships with existing and new customers to ensure high level of service satisfaction and identification of potential new business opportunities. Identify sales prospects, outbound prospection calls to dark or new prospects, set appointments with customers virtually, make effective qualifying sales calls, and manage sales cycle to close new business in all service products offered. Possess in-depth product knowledge and be able to provide consultative advice to sales prospects to achieve sales objectives. Manage daily sales-oriented activities such as sales discussion, presentation, order bookings, and other documentation. Utilization of SAP CRM for updating the funnel and reporting Timely respond to calls/emails. Update CRM customer profiles during each outbound call to ensure the system reflects the current situation at customer accounts. Ensure any created funnel are forwarded to our client via the CRM system, as a sale opportunity at the account level in real time. Total number of outbound calls or prospection per day should be no less than 20 and each call has to be updated in the CRM as an interaction history. Who are we looking for? BA/BS degree in any field but graduates from Chemistry Science/Biotech or other related medical course will be preferred. 2-3 years of experience in sales, or sales administration. Prior experience in acquisition sales would be preferred. Strong understanding and experience in the digital advertising market. Previous experience in both traditional and digital advertising would be preferred. Outstanding written and oral communication skills. Previous direct sales experience would be preferred. Fluency in native languages of markets served. English ability a plus in non-English speaking markets, and required in mixed-language markets. Who is TDCX? TDCX (NYSE: TDCX) provides transformative digital CX solutions, enabling world-leading and disruptive brands to acquire new customers, build customer loyalty, and protect their online communities. TDCX helps clients, including many of the world’s best brands, achieve their customer experience aspirations by harnessing technology, human intelligence, and our global footprint. We serve clients in fintech, gaming, technology, home sharing and travel, digital advertising and social media, streaming, and e-commerce. Our expertise and strong footprint in Asia have made us a trusted partner for clients, particularly high-growth, new economy companies looking to tap the region’s growth potential. We pride ourselves on discovering and employing the best professionals to join us as we transform the outsourced CX industry. Our commitment to #BeMore for our people, our clients, and our community has led to us winning several hundreds of industry awards, including being one of the best companies to work for in Asia. From our first-rate workspaces, above-industry-average compensation packages, career opportunities, to our workplace perks, find out what else is in store when you embark on a career with TDCX."
Project Coordinator (English Speaking),PRTR,Bangkok,Administrative Assistants,Full time,,,"Our client is the largest holistically integrated district in the heart of Bangkok, to become one of the world’s great metropolises. Conceived under the vision to catalyze, lead progress, and evolve along with Bangkok, One Bangkok will establish a new concept in urban planning. It comprises future workplaces, a new retail loop, luxury residences, five-star hospitality, an entertainment arena, art and culture, and a vast, welcoming public realm covering 50 rai of the district. Responsibilities Drafting approval letter to appoint consultants, prepare supporting documents and follow up with signatory required. Handling contract coordination with the contact team and consultants. Creating a budget forecast for received invoices in hand. Proceeding with approval for payment to consultants in document and follow up with signatory required.  Proceeding for approval in SAP. Meeting arrangements both among internal and external parties. Other tasks assigned by the line manager. Qualifications Bachelor's Degree. At least 1 year of experience as a Project Coordinator or Administrative Executive. Experience a with budget forecast for received invoice in hand. Understanding of contract coordination with contact team and consultants. Understanding of Proceed with approval for payment to consultants in the document and follow up with signatory required.  Proceed for approval in SAP. Good communication skills. (At least Thai and English)."
Sales coordinator/ผู้ประสานงานขายต่างประเทศ,"Endo Lighting (Thailand) Public Co., Ltd.","Bang Sao Thong, Samut Prakan",Client & Sales Administration,Full time,,,"Position Oversea Sales coordinator Qualification Bachelor degree Have experience in sales coordinator or Sales support. Good command of English (TOIEC 600 will be advantage) Good command of Japanese (JLPT N3 will be advantage) Can use program SAP will be advantage. Can work under pressure, good personality, strong negotiation. Responsibility Coordinate with oversea sales team Coordinate with oversea customer Coordinate for Export Preparing quotation Follow up shipping schedule, custom, claim Create transfer order and sales order in SAP"
Executive Secretary/เลขานุการผู้บริหาร,Grand Prix International Public Company Limited,"Bang Khen, Bangkok",Administrative Assistants,Full time,20000,24999,"Responsibilities: Managing the timetable for Director (Meeting, Appointment), Documents/Scheme approval, special assignment etc. Support all meetings for the team; i.e. meeting date & time, place, agenda, any other support need. Handle confidential information, maintain an organized filing system of paper and electronic documents. Handle incoming and outgoing documents for the director's consideration. Greeting and directing visitors. Deal with all the departments for the smooth functioning of the organization. Job Requirements: Bachelors Degree in Business Administration, Marketing or any field. At least 1-year of work experience as secretary. Able to use Microsoft Office Good command of English and Thai both speaking and writing. (TOEIC, IELTS, TOEFL, TU GET, CU TEP is a plus) Good communication skills, open-minded attitude, great personality. Interested applicants must attach a photograph to accompany their CV/Resume สวัสดิการ โบนัสประจำปี (ตามผลงาน) สวัสดิการรักษาพยาบาล สวัสดิการตรวจสุขภาพประจำปี สวัสดิการฝึกอบรมพัฒนาตามสายงาน สวัสดิการกองทุนสำรองเลี้ยงชีพ สวัสดิการทุนการศึกษาบุตรพนักงาน สวัสดิการเงินกู้ยืมพนักงาน วันหยุดลาพักผ่อนประจำปี งานเลี้ยงสังสรรค์ของบริษัท ประกันสังคม/ประกันอุบัติเหตุ/ประกันชีวิต และสวัสดิการอื่นๆ Work location: Soi Lat Pla Khao 66  Bangkhen District How to get there: BTS Lat Pla Khao Working Time: Monday to Friday 8.30 - 17.00 How to apply: JobsDB (Click Apply Now) สมัครผ่านอีเมล์ สอบถามรายละเอียดเพิ่มเติมได้ที่เบอร์ 02-522-1731-8 ต่อ 545 หรือ 02-522-3229 บริษัท กรังด์ปรีซ์ อินเตอร์เนชั่นแนล จำกัด (มหาชน) 4/299 หมู่ 5 ซ.ลาดปลาเค้า66 ถ.ลาดปลาเค้า แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพฯ 10220 Website : http://www.grandprix.co.th [link removed]"
"Associate Manager, Field HR",SC JOHNSON,"Vadhana, Bangkok",Administrative Assistants,Full time,,,"As the Associate Manager, Field HR, you are responsible for supporting the execution of Human Resources (HR) initiatives within Thailand. You will support the business by aligning with HR Operations, Centre of Excellence (COE), and HR Business Partners (HRBP) in all aspects of Human Resources, to deliver HR programs and initiatives across the organization. You will also support a wide range of HR functions which include employee relations, onboarding, talent management, leadership development, change management, diversity, performance management, workforce planning and compensation planning / implementation. Essential Duties and Responsibilities: Partner with Business Unit HRBP to provide proactive guidance, communications,   and  HR generalist support to employees. Ensure consistent application and compliance of HR policies / procedures and local laws and practices as well as partner with HR Operations team and the COE’s to ensure consistent execution of HR policies and initiatives. Support execution of HR programs and processes, manage different priorities concurrently through project management, systems knowledge, and effective communications. Support team members in the implementation of HR initiatives within the country, and support HR team in resolving HR operational issues. Lead change management programs and initiatives, lead employee engagement initiatives and cultural programs, as well as the implementation and/or execution of applicable training programs. Lead Labor Relations Strategy to support business strategy. Lead local payroll process. Support the non-production Talent Acquisition Process and onboarding. Support special projects, compensation process and the delivery of Talent Management & Organizational Effectiveness programs such as Performance Management Process (PMP), Management, Succession & Development (MS&D), Great Place to Work (GPTW), Global Employee Opinion Survey (GEOS), etc. Manage International Mobility, inbound and outbound. Required Skills / Experience / Competencies: Bachelor’s in Human Resources, Business Administration, Management, or related   discipline Minimum 6 to 8 years of HR generalist, HR Operations experience and/or related fields Knowledge of general HR policies, procedures, and HR leading practices and applicable laws/regulations in the country of employment. Experience in Payroll, HR operations and government related. Experience in Payroll, HR operations and government related. be able to communicate in English. Benefits & Culture! SC Johnson is committed to providing a Great Place to Work for all its employees. Along with a competitive base salary, here are just some of the benefits you receive when joining the SC Johnson Family - Ongoing training and development Free onsite parking Subsidized fitness sessions Family-owned company, with a family feel. Be a member of a company championing a better world through sustainability               and environmental protection measures. SC Johnson Asia has been recognized as the Best Multinational Workplace by Great Place to Work® !"
HR Officer/เจ้าหน้าที่ HR,FMP Group (Thailand) Ltd.,Rayong,Administrative Assistants,Full time,,,"Job Scope/Responsibilities: Conduct an initial activity to motivate and create good relations in our organization such as Annual Party, Songkran Activity, CSR Activity, etc. Responsible for employee relation, implement and conduct the employee satisfaction survey. Handle administrative tasks/general affairs to ensure that all facilities are operating effectively. Support team for recruiting process and collaborate closely with all departments to communicate on progress report as regular basis. Conduct orientation for new employeeand documented. Maintain internal records, which may include preparing, issuing, and filing company documentation such as employee leave, employee benefits and HR report. Provide service to employees to get suggestions and issues for improvement. Requirements Bachelor's degree in HR or related fields At least 1-3 year of HR related experiences in Manufacturing Basic knowledge of labor law, PDPA, and Code of Conduct Command of spoken and written English Strong communication and interpersonal skills Able to work independently and as well as a team"
