Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Department Manager Trainee/ผู้จัดการแผนกฝึกหัด...,Central Retail Corporation Public Company Limited,Bangkok,Administrative Assistants,Full time,16000,24999,"📌Central Food Retail📌 🔴Tops Market🔴 🔔รับสมัครผู้จัดการแผนก (DM) / ผู้จัดการแผนกฝึกหัด (DMT) 💶เงินเดือน 15,000฿-18,000& (DMT) ไม่รวมค่าอื่นๆ ปรับขึ้น 10%-20% 🔝 หลังผ่านโปร 💶เงินเดือน 22,000฿-25,000฿ (DM) ไม่รวมค่าอื่นๆ ✅คุณสมบัติ 👉วุฒิ ปวส.-ป.ตรี ขึ้นไป ⚠️หน้าที่ความรับผิดชอบ 🔸บริหารยอดขายให้ได้ตามเป้าที่กำหนด 🔸ดูแลยอดสูญเสียและวิธีป้องกันยอดสูญเสีย 🔸ดูแลและบริหารพนักงานในแผนก 🔸ดูแลและรับผิดชอบความสะอาดในแผนกตนเอง 📱ส่งเรซูเม่หรือโทร/Line: 061-154-0664 (คุณการ์ฟิวส์)"
"Department Manager/ผู้จัดการแผนกฝึกหัดโซนนนทบุรี,ราชพฤกษ์,บางใหญ่",Central Retail Corporation Public Company Limited,Nonthaburi,Administrative Assistants,Full time,16000,24999,"📌Central Food Retail📌 🔴Tops Market🔴 🔔รับสมัครผู้จัดการแผนก (DM) / ผู้จัดการแผนกฝึกหัด (DMT) 💶เงินเดือน 15,000฿-18,000& (DMT) ไม่รวมค่าอื่นๆ ปรับขึ้น 10%-20% 🔝 หลังผ่านโปร 💶เงินเดือน 22,000฿-25,000฿ (DM) ไม่รวมค่าอื่นๆ ✅คุณสมบัติ 👉วุฒิ ปวส.-ป.ตรี ขึ้นไป 👉อายุ 25-35 ปี 👉ไม่จำกัดเพศ ⚠️หน้าที่ความรับผิดชอบ 🔸บริหารยอดขายให้ได้ตามเป้าที่กำหนด 🔸ดูแลยอดสูญเสียและวิธีป้องกันยอดสูญเสีย 🔸ดูแลและบริหารพนักงานในแผนก 🔸ดูแลและรับผิดชอบความสะอาดในแผนกตนเอง 📱ส่งเรซูเม่หรือโทร/Line: 061-154-0664 (คุณการ์ฟิวส์)"
Sales & Marketing Coordinator,Sandoz (Thailand) Limited,"Vadhana, Bangkok",Administrative Assistants,Full time,,,"About The Role 2023 will potentially see Sandoz become a standalone organization! Already a global market leader in Generics and Biosimilar medicine, this is an exciting, once-in-a-career opportunity to set our own path forward as an independent, purpose-driven organization, and as the founders of a new Sandoz, this is a time of immense opportunity for us all, both professionally and personally! Together we will shape the future of Sandoz… are you ready to make a difference? Your Key Responsibilities: Your responsibilities include, but not limited to: Process sales orders, generate invoices, and manage payment orders in a timely manner. Work closely with the sales team to ensure accurate and efficient order fulfillment. Coordinate with finance and accounts teams to reconcile invoices and payments. Collaborate with the marketing team to plan and execute marketing events, trade shows, and conferences. Handle logistics, including venue selection, vendor coordination, and event promotion. Provide administrative assistance to the sales and marketing teams as needed. Collaborate with various departments, including finance, logistics, and customer service, to streamline processes and improve overall efficiency. Commitment to Diversity & Inclusion: We are committed to building an outstanding, inclusive work environment and diverse teams representative of the patients and communities we serve. Role Requirements What you’ll bring to the role: Essential Requirements: Bachelor's degree in Marketing, Business Administration, or a related field. 3-5 years working experiences preferably in pharmaceutical, device or healthcare industries. Good command in written and spoken in Thai and English Proven experience in sales support, event coordination, or a similar role. Strong organizational and multitasking abilities. Excellent communication and interpersonal skills. Proficiency in Microsoft Office Suite and CRM systems. Detail-oriented with a high level of accuracy. Ability to work independently and as part of a team."
Executive Secretary/เลขานุการผู้บริหาร,"C. I. T. Property Consultants Co., Ltd.","Bang Na, Bangkok","PA, EA & Secretarial",Full time,,,"Responsibilities Daily support for 3 Senior Managers, including the CEO and 2 Deputy Managing Directors. Responsible for effective secretarial tasks, professional administration, corporate coordination, business requirement documents, and report preparation. Coordinate with accounting and administrative personnel to speed up work flow Maintain their schedules and coordinate communications Serve as a point of contact for their visitors and support upper-level business diplomacy tasks. Perform routine clerical and administrative duties, organize and maintain files, draft messages, schedule appointments to maintain executive’s agenda. Assist in proposals and contracts Help coordinate HR issues in a confidential manner Being contact person to process visa & work permit for expats Assist in planning board meetings, conferences, keeping meeting minutes etc. Help manage the daily operations of the office Maintain a positive overall office atmosphere for the company Translations from Thai to English and English to Thai plus assist in translations for staff meetings Coordinate with other departments Other related tasks as assigned Qualification Bachelor's degree in business administration, liberal arts, laws, or any related fields. Having minimum 3 - 5 years of experience in secretarial areas or personal assistance . Good command in English Highly proficient with MS Office (Excel, Power Point, Word) Strong organizational and multitasking skills. Smart personality, self-motivated, including attention to details. Able to coordinate well and be a good team player, besides working independently in some situations. 66 Tower, 22nd Floor Unit 2206-2207 2556 Sukhumvit Road, Bangna-nua, Bangna Bangkok 10260"
Executive Secretary/เลขานุการผู้บริหาร,"RABBIT BEVERAGE CO., LTD.","Huai Khwang, Bangkok","PA, EA & Secretarial",Full time,,,"วางแผนจัดระบบงาน รวบรวม และจัดทำหัวข้อวาระการประชุม จัดทำบันทึกประชุม และบันทึกการประชุมทุกครั้งที่ผู้บริหาร พูดคุย/ประชุม/เจรจางาน จัดเตรียมความพร้อมในการประชุมของผู้บริหารทั้งด้านเอกสาร สถานที่ อุปกรณ์ และบันทึกรายงานการประชุม รับรอง และอำนวยความสะดวกกับลูกค้าและ Supplier ที่มาติดต่อหรือประชุมทั้งภายในและภายนอกบริษัท ดูแลเรื่องการนำเสนองาน และเอกสารจากแผนกต่างๆ คัดกรอง ตรวจสอบความถูกต้องของเอกสารก่อนนำเสนอเพื่อขออนุมัติจากฝ่ายบริหาร จัดทำตารางนัดหมายและแจ้งเตือนผู้บริหารประสานงานผู้เกี่ยวข้องเมื่อมีการเปลี่ยนแปลงเวลานัดหมาย ติดตามงาน และประสานงานกับหน่วยงานที่เกี่ยวข้องทั้งใน และนอกบริษัทให้เป็นไปตามกำหนด ดูแลเอกสารสำคัญของบริษัท จัดเก็บเอกสารให้เป็นระบบ และหมวดหมู่ ตรวจสอบงานประจำวันของแต่ละคนและแต่ละทีม พร้อมรายงาน Progress เพื่อกำกับดำเนินงานให้เป็นไปตามกำหนดและถูกต้องทุกวัน ดูแลงานด้านคุณภาพที่มอบหมายให้ดำเนินงานทั้งด้าน Company , Product , Employee รายงานการประชุมโดยแยกออกเป็นแต่ละทีม และเรื่องที่ประชุมเพื่อทราบว่าใครดำเนินการ ดำเนินการเมื่อไหร่ ติดตามให้แล้วเสร็จตามกำหนดทุกวัน -ศึกษา Job Description ของแต่ละทีมเพื่อให้แต่ละทีมทำงานตาม Job และให้ Update ตลอดเวลา -รักษาความลับของบริษัท ต้องเป็นผู้ได้รับความไว้วางใจเก็บความลับของผู้บริหารและขององค์กร สถานที่ทำงานหลัก : G Tower พระราม 9 อาจมีติดตามไปโรงงานที่มหาชัย สมุทรสาคร ย่านเซ็นทรัลมหาชัย คุณสมบัติผู้สมัคร วุฒิ ปริญญาตรี สาขาการจัดการ หรือสาขาอื่นที่เกี่ยวข้อง มีประสบการณ์ด้านงานเลขานุการอย่างน้อย 5 ปีขึ้นไป สามารถใช้คอมพิวเตอร์โปรแกรม MS Office, ค้นหาข้อมูลGoogle ได้ดี มีความสามารถในการสื่อสาร ฟัง พูด อ่าน เขียน และตอบ E-mail ภาษาอังกฤษในระดับดี มีความละเอียดรอบครอบ มีความจำที่ดี และมีแนวคิดเชิงบวก เนื่องจากต้องรายงานงานกับผู้บริหาร เป็นผู้มีความรับผิดชอบ ซื่อสัตย์สุจริต มีระเบียบวินัย และ ตรงต่อเวลา สามารถขับรถยนต์/มีใบขับขี่ สามารถเดินทางไปต่างจังหวัด, ต่างประเทศได้ มีไหวพริบและและทักษะการแก้ปัญหาเฉพาะได้ดี สามารถสื่อสารภาษาจีนและอังกฤษได้ (พูด อ่าน เขียน) จะพิจารณาเป็นพิเศษ หากสามารถยืนหยุนทางเวลา (จะพิจารณาเป็นพิเศษ) หากมีทักษะต่อรอง เจรจา หรือเป็นผู้แทนผู้บริหารได้ดี (จะพิจารณาเงินเดือนเป็นพิเศษ)"
ธุรการบัญชี (สัญญาจ้าง 1 ปี),Purple Ventures Company Limited,"Bang Sue, Bangkok",Administrative Assistants,Contract/Temp,,,"หน้าที่ความรับผิดชอบ : การบันทึกบัญชีเบื้องต้น คีย์ข้อมูลและรับผิดชอบงานบัญชีทุกประเภท ติดต่อประสานงานกับหน่วยงานต่างๆ ที่เกี่ยวข้อง ช่วยงานเอกสารทั้งหมดและประสานงานกับลูกค้า คุณสมบัติ : จบ ปวสหรือปริญญาตรี สาขาบัญชี มีทักษะการใช้คอมพิวเตอร์ได้เป็นอย่างดี (Word , Excel , PowerPoint) จบใหม่หรือมีประสบการณ์ 0-2 ปี มีความละเอียด รอบคอบ สนใจรายละเอียดของงานที่ทำ มีทักษะในการวางแผนและประสานงาน สามารถใช้โปรแกรมคอมพิวเตอร์, MS Office, และโปรแกรมสำเร็จรูปต่างๆได้เป็นอย่างดี สามารถทำงานเป็นกะเวลาได้ (8.00-17.00 / 11.00-20.00) สามารถทำงานวันเสาร์หรืออาทิตย์ได้ (ทำงาน 6 วันต่อสัปดาห์) สวัสดิการ : ประกันสังคม เบี้ยขยัน ชุดยูนิฟอร์ม เวลาทำงาน: 8.00-17.00 หรือ 11.00-20.00 วันทำงาน: 6 วันต่อสัปดาห์ (ไม่หยุดตรงวันเสาร์-อาทิตย์) สถานที่ทำงาน : ศูนย์บริการRobinhood EV สาขาวงศ์สว่าง ( ข้างตลาดวงศ์สว่าง) ."
HR Executive,LANCESOFT LTD.,"Pathum Wan, Bangkok",Administrative Assistants,Full time,,,"Job Description We are looking for an HR executive that can handle our company’s recruiting, development, and learning management. The other responsibilities of this role are making referral programs, overlooking the hiring processes, payroll processing and updating the HR policies accordingly. To be successful in this role, you need to have considerable experience in the human resource domain and must have knowledge of labor legislation. Eventually, you will have to make decisions for the organization so that qualified employees are hired and retained. Job Responsibilities Manage the staffing process, including recruiting, interviewing, hiring and onboarding. Creating job descriptions for various roles and advertising them on various platforms Develop training materials and performance management programs to help ensure employees understand their job responsibilities. Processing Payroll Create a compensation strategy for all employees based on market research and pay surveys; keeps the strategy up to date. Support current and future business needs through the development, engagement, motivation and preservation of human capital. Investigate employee issues and conflicts and brings them to resolution. Ensure the organization’s compliance with local, state and federal regulations. Use performance management tools to provide guidance and feedback to team. Ensure all company HR policies are applied consistently. Maintain company organization charts and employee directory. Partner with management to ensure strategic HR goals are aligned with business initiatives. Maintain HR systems and processes. Conduct performance and salary reviews. Analyze trends in compensation and benefits. Design and implement employee retention strategies. Manage the Visa and work permit process. Manage the compliance training for field team. Job Requirements Must have 3+ years proven experience working as a HR executive or its equivalent. Having familiarity with human resource software and applicant tracking system. Experienced with recruiting and its full cycle. Having knowledge of labor legislation. Having leadership qualities and abilities. Strong communication skills. Graduate in Human Resource Management or equivalent bachelor’s degree."
พนักงานธุรการ ( Admin ),Jintabutr,"Bangkok Noi, Bangkok",Administrative Assistants,Full time,,,"รายละเอียด รับผิดชอบช่องทางการสื่อสาร Shopee , Lazada , Facebook , Line , ฯลฯ ให้ข้อมูลและคำแนะนำต่อลูกค้าที่เข้ามา งานธุรการ งานประสานงาน และงานอื่นตามที่ได้รับมอบหมาย ให้ข้อมูลลูกค้าเกี่ยวกับบริษัท แก้ไขสถานการณ์ลูกค้า Complain ผ่านการตอบ Line ส่งข้อมูลลูกค้า Complain ให้กับสาขาต่างๆ รับทราบ สวัสดิการ ประกันสังคม ปรับเงินเดือนประจำปี เงินเดือนตามวุฒิและประสบการณ์ อื่นๆ"
Assistant Secretary/ผู้ช่วยเลขานุการ,"SATANG INTER GROUP CO., LTD.",Samut Sakhon,Administrative Assistants,Full time,16000,19999,หน้าที่รับผิดชอบ เข้าร่วมประชุมร่วมกับฝ่ายขายและทำหน้าบันทึกรายงานการประชุมหลักจากการประชุมได้เสร็จสิ้นลงทุกครั้ง จัดเก็บเอกสารการประชุมต่างๆ ที่เกี่ยวข้อง ช่วยติดต่อประสานงานจากหน่วยงานภายนอก Support  ผู้บริหาร/ฝ่ายขาย คุณสมบัติ ปริญญาตรีในสาขาที่เกี่ยวข้อง ยินดีรับนักศึกษาจบใหม่ มีทักษะด้านภาษาอังกฤษ ขับรถยนต์ได้ มีรถยนต์ส่วนตัว มีใบขับขี่รถยนต์
Division Assistant - Construction (50-60K)/Project Coordinator – Construction,MRIT,Bangkok,Administrative Assistants,Full time,,,"Position: Division Assistant - Construction (50-60K) Based:  Bangkok Contact Recruiter: Ann 086-378-4083 Responsibilities: Manage and maintain daily schedule and appointments. Organizing management meetings. Preparing minute of meetings, meeting notes, support materials and presentations. Prepare the presentation and documents from various departments screening and checking the accuracy of documents before presenting for approval. Follow up and coordinate with other related department both inside and outside company. Responsible for Visa documents, booking plane tickets, hotels and cars. Prepare travel documents for executives in the team Prepare documents for disbursement of construction contractors (Check the disbursement documents before submitting the account) Prepare construction contract Review and prepare the monthly construction report. Prepare a Power of Attorney (Construction permit, house number, water-electricity request and permission to use the building) Prepare Budget Control for Project work. Support in sourcing construction supplier in Procurement system Qualifications: Good English. Bachelor’s degree or higher in any related fields. 3+ years in Project Coordinator in Construction industry. Ability to manage multiple projects while adhering to strict deadlines & budgets Attractive salary and generous fringe benefits will be offered to the successful candidates. Interested candidates please send your application letter with resume, current and expected salary with Contact details and refer this position “Division Assistant - Construction (50-60K)” If you believe that you are the right one, Please send your resume and Call Ann 086-3784083"
Secretary to CEO (AMATA U),Amata Corporation Public Company Limited,Chon Buri,"PA, EA & Secretarial",Full time,,,"Responsibilities : Manage executive's appointments and schedule, plan and schedule meetings, conferences, teleconferences, and traveling arrangement. Prepare routine and advanced correspondence including letters and memorandum. Maintain systematic documents filing. Prepare related reports, data analysis, preparation of presentations as requested by supervisor or assigned projects. Completes projects and special assignments as requested. Represent the executive, attend meetings in the executive's absence. Perform any related secretariat tasks. Qualifications : Bachelor’s Degree or Higher in related fields. Minimum 2 years’ experience as a Secretary or Personal Assistant. Excellent command of English (TOEIC > 600) Additional Language Skills – Chinese would be an advantage. Ability to work in a confidential manner, ensuring information is shared with internal and external individuals in an appropriate manner Proficient in in MS. Office Good interpersonal skills, Good Personality, Self-motivated, Good Service-minded."
